1446577202, 1.10759679369, 4.72652220726, 0, 0.273413896561, planetlab3.wail.wisc.edu, 0, 1
1446577203, 1.10759679369, 4.55122280121, 0, 0.448701143265, planetlab1.acis.ufl.edu, 0, 1
1446577204, 3.87390610585, 8.45614504814, 0, 1.27030110359, planetlab3.wail.wisc.edu, 1, 6
1446577205, 3.52839537269, 11.8705661297, 0, 1.54031682014, planetlabtwo.ccs.neu.edu, 2, 5
1446577206, 1.10759679369, 4.64302611351, 0, 0.356905937195, planetlabone.ccs.neu.edu, 0, 1
1446577207, 4.99992576968, 17.5023159981, 0, 0.657819032669, planetlab2.cs.okstate.edu, 3, 9
1446577209, 4.99992576968, 28.140846014, 0, 1.05448198318, planetlab2.unl.edu, 6, 9
1446577210, 4.99992576968, 6.75689697266, 0, 6.95451211929, saturn.planetlab.carleton.ca, 2, 9
1446577211, 4.20841691284, 16.3734509945, 0, 3.61541795731, planetlab1.acis.ufl.edu, 4, 7
1446577212, 1.10759679369, 10.617825985, 0, 1.52095198631, planetlab-2.scie.uestc.edu.cn, 3, 1
1446577213, 4.99992576968, 15.3510429859, 0, 5.39471292496, planetlab1.cs.du.edu, 4, 9
1446577214, 4.99992576968, 17.8193042278, 0, 4.11909079552, planetlab3.wail.wisc.edu, 5, 9
1446577215, 1.10759679369, 9.19252300262, 0, 1.37420296669, planetlab2.cs.purdue.edu, 3, 1
1446577216, 4.99992576968, 15.8926041126, 0, 3.69933485985, saturn.planetlab.carleton.ca, 5, 9
1446577217, 4.99992576968, 19.665168047, 0, 3.15406799316, planetlab3.wail.wisc.edu, 6, 9
1446577218, 4.99992576968, 18.2018401623, 0, 2.69070482254, saturn.planetlab.carleton.ca, 6, 9
1446577219, 4.99992576968, 23.2392401695, 0, 1.42585682869, planetlab3.wail.wisc.edu, 7, 9
1446577220, 2.01259578711, 18.0367481709, 0, 3.57253694534, planetlab-2.scie.uestc.edu.cn, 6, 2
1446577221, 4.99992576968, 26.4771530628, 0, 1.76201915741, planetlab3.wail.wisc.edu, 8, 9
1446577222, 2.01259578711, 20.8672740459, 0, 2.16939592361, planetlab-2.scie.uestc.edu.cn, 7, 2
1446577223, 4.99992576968, 28.8692319393, 0, 1.12707996368, planetlab2.unl.edu, 9, 9
1446577224, 4.99992576968, 27.1962711811, 0, 2.80157184601, saturn.planetlab.carleton.ca, 9, 9
1446577225, 4.71879822859, 25.2244820595, 0, 2.37132406235, planetlabone.ccs.neu.edu, 8, 8
