1,Tokyo,Asia,34.2255804,139.294774527387
2,Delhi,Asia,28.6572914,77.2272603
3,Sydney,Australia,-33.8548156,151.2164539
4,Dallas,North America,32.7762719,-96.7968558
5,Paris,Europe,48.8565056,2.3521334
6,Philadelphia,North America,39.9523993,-75.1635898
7,Location,Region,39.2139942,-79.6370059
8,Kaohsiung,Asia,22.6203348,120.3120375
9,Washington DC,North America,38.8949549,-77.0366456
10,Sao Paulo,South America,-23.5476397,-46.637365
11,Vienna,Europe,48.2083537,16.3725042
12,Chennai,Asia,13.0796914,80.2829533
13,Quito,South America,-0.155388,-78.4862308
14,Singapore,Asia,1.2904527,103.852038
15,Chicago,North America,41.8755546,-87.6244212
16,Mumbai,Asia,18.9523804,72.8327112
17,Los Angeles,North America,34.053717,-118.2427265
18,Atlanta,North America,33.7490987,-84.3901849
19,Hong Kong,Asia,22.2793278,114.1628131
20,Helsinki,Europe,60.1666277,24.9435079
21,Miami,North America,25.7742658,-80.1936589
22,Jakarta,Asia,-6.1753941,106.8271826
23,San Jose,North America,37.3361905,-121.8905833
24,Batam,Asia,1.1068747,104.0285189
25,Melbourne,Australia,-37.8142175,144.9631608
26,Stockholm,Europe,59.3251172,18.0710935
27,Frankfurt,Europe,50.1106529,8.6820934
28,Bangalore,Asia,12.9791198,77.5912997
29,Seoul,Asia,37.5666791,126.9782914
30,Boston,North America,42.3604823,-71.0595678
31,Osaka,Asia,34.6852955,135.5145684
32,Milan,Europe,45.4667971,9.1904984
33,New York,North America,40.7305991,-73.9865812
34,London,Europe,51.5073219,-0.1276473
35,Madrid,Europe,40.4167047,-3.7035825
36,Amsterdam,Europe,52.374436,4.8979956033677
37,Copenhagen,Europe,55.6867243,12.5700724
38,Seattle,North America,47.6038321,-122.3300624
39,Warsaw,Europe,52.2319237,21.0067265
